"Piestany, Slovakia",Akcia Edelstein,1986
"Paradise Island Resort & Spa, Maldives",Akela Hoon Main,2015
"Yazd, Iran",Akharin khoon,1994
"El Amarna, Egypt",Akhenaten and Nefertiti,2002
"Bag, Hungary",Aki b�jt,2018
"Agadez, Niger",Akounak tedalat taha tazoughai,2015
"Doberd� del Lago, Italy",Akropolis,2005
"Emden, Germany",Akte Katz: Katz dimensional,2014
"Mitilini, Greece",Aktisto Fos,2017
"Dolnoslaskie, Poland",Aktorka,1971
"Huasco, Chile",Akumu and Senkai,2006
"Varazdin, Croatia",Akvarij s umjetnim ribicama,2015
"Jaen, Spain",Al Alba,2016
"Zaatari Refugee Camp, Jordan",Al Intithar,2013
"Baracoa, Cuba",Al Otro Lado del Mar,2012
"Quintana Roo, Mexico",Al m�s all�,2008
"Jisr az-Zarqa, Israel",Al-Jisr: The Bridge,2004
"East Jerusalem, Palestine",Al-mor wa al rumman,2008
"Povoa de Varzim, Portugal",Ala-Arriba!,1942
"Rummu, Estonia",Alan Walker: Faded,2015
"Nuevo Le�n, Mexico",Alarma,2007
"Alastaro, Finland",Alastaron maatalousn�yttely,1956
"Alaverdi, Armenia",Alaverdi,2012
"Sz�kesfeh�rv�r, Hungary",Alba Regia,1961
"Albertville, Democratic Republic Of Congo",Albertville,1954
"Haramyl, Oman",Alboom,2006
"Rishon LeZion, Israel",Album 61,2013
"Stord, Norway",Aleina,2004
"Paran�, Brazil","Aleluia, Gretchen",1976
"Houilles, France",Alf,2013
"Nesjavellir, Iceland",Algj�r Sveppi og dularfulla h�telherbergi�,2010
"Goi�nia, Brazil",Algo Do Que Fica,2017
"Berlin Brandenburg, Germany",Ali,2012
"Mashhad, Iran",Ali Karimi,2013
"Alishan, Taiwan",Ali Shan,2009
"Kiryat Shmona, Israel",Alia,2015/II
"Magdalena Medio, Colombia",Alias Mar�a,2015
"Alpes, France",Alice,2014/IV
"Whakatane, New Zealand",Alien Addiction,????
"Chipotle, Mexico",Alien Terminator,1995
"Kalamaria, Greece",Alienus,2016
"Hiran Minar, Shekhupura. Pakistan",Alif,2015
"Guwahati, India",Alifa,2016
"Universti Kebangsaan, Malaysia",Aliff Dalam 7 Dimensi,2016
"Bareilly, India",Aligarh,2015
"La Guajira, Colombia",Alijuna,2010
"Ios Island, Greece",Aliki My Love,1963
"Par�, Brazil",Alimenta��o para o Futuro,2017
"Constantine, Algeria",Ali�nations,2004
"Kildare, Ireland",All About Eva,2015
"San Fransisco California, USA",All Fall Down,????
"St. Maarten, Netherlands",All I Do is Party,2014
"White Plains New York, USA",All Those Friendly People,2017
"Vellore, India",All of Us: A Tribute to Sion Sono,2012
"Oracabessa, Jamaica",All the Brothers Were Valiant,1953
"Bobo-Dioulasso, Burkina Faso",All the Invisible Children,2005
"Caleta Hotel, Gibraltar",All the Right Moves,2015
"Conversano, Italy",Alla finestra,1999
"Bhandup, India",Allah Ke Banday,2010
"Chelyabinsk, Russia",Allein in vier W�nden,2007
"Bad Endorf, Germany",Alleingang,2012
"Profondsart, Belgium",Allers Simples,2006
"Bertem, Belgium",Alles moet weg,1996
"Rogaland, Norway",Allfader,2011
"Melsbroek, Belgium","Allo, Melsbroek!",1967
"Selfoss, Iceland",Allt gott,1992
"Guba, Azerbaijan",Alma almaya b�nz�r,1975
"Quer�taro, Mexico",Almas de madera,2013
"Carriacou, Grenada",Almost Paradise,2016
"Mesice, Czech Republic",Alois Nebel,2011
"Marlborough, New Zealand",Alone,2014/XIV
"Udorn Air Base, Thailand","Alone, Unarmed, and Unafraid",1968
"River Eure, France",Along the Banks of the River Eure,1913
"Dalmatian Coast Islands, Croatia",Along the Coast of Dalmatia,1913
"Beit Gamal, Israel",Alouette,2016
"Topanga Canyon California, USA",Alpha Hippie,2017
"The Matterhorn, Switzerland",Alpine Climbers at Luncheon,1903
"Berne, Switzerland",Alpine Grandeur,1937
"Kring Van Dorth, Netherlands",Als De Dood,2015
"Umbria, Italy",Alte valli dell'Umbria,1911
"Corfu Island, Greece",Alter,2011
"Victoria British Columbia, Canada",Alter Ego,2017/II
"Paso de la Patria, Argentina",Alto Paran�,1958
"Visayas, Philippines",Always in My Heart,1971
"Caucasus Mountains, Georgia",Alye parusa,1961
"Arlesheim, Switzerland",Am Anfang war das Licht,2010
"North Africa, Africa",Am Rande der Sahara,1930
"Amager, Denmark",Amager bliver st�rre,1941
"Jeddah, Saudi Arabia",Amal.. In a Land Where Moving Pictures Stand Still,????
"Andaman Islands, India",Amali Thumali,????
"Eastcourt, South Africa","Amann, the Great Impersonator",1899
"Mymensingh, Bangladesh",Amar Bondhu Rashed,2011
"Oeiras, Portugal",Amar Dentro do Peito Uma Donzela,2007
"Nazareth Village, Israel",Amazing Love,2012
"The Palm Jumeirah, Dubai",Ambedo,2016
"Luzon, Philippines",Ambush Bay,1966
"J�mtlands l�n, Sweden",American Burger,2014
"Arusha, Tanzania",American Exile,2001
"Bustillo de Potos� Province, Bolivia",American Visa,2005
"Ak�akoca, Turkey",Amerikalilar Karadeniz'de 2,2007
"Cherating, Malaysia",Amok,1997/II
"Herradura, Costa Rica",Amor Atardecer,2015
"Playa Baracoa, Cuba",Amor Post Mortem,2013
"Landes, France",Amoureux solitaires,2013
"Cova do Vapor, Portugal",Am�rica,2010
"Ordu, Turkey",An Argonaut in Ordu,2010
"Vancouver. British Columbia, Canada",An Echo of Oceans,2016
"Port-a-Piment, Haiti",An Excavation of Us,2017
"County Kerry, Ireland",An Gaeilgeoir Nocht,2006
"Salaea, Philippines",An Historic Feat,1900
"Ballajora, Isle of Man",An Island's Legacy: Preparing for TT,2007
"Douglas, Isle of Man",An Island's Legacy: TT Entertainment,2007
"Galway, IE",An Mhallacht,2017
"Esmeraldas, Ecuador",An Orphan's Gift,2005
"Arahova, Greece",An oles oi gynaikes tou kosmou...,1967
"Brampton Ontario, Canada",An-Nehr,2003
"Banat, Romania",Ana,????/II
"Deuba, Fiji",Anacondas: The Hunt for the Blood Orchid,2004
"Mt. Pinatubo, Philippines",Anak ng bulkan,1997
"Tashkent, Uzbekistan",Anamesa,2012
"Centaur Hotel, India",Anari No. 1,1999
"Teleorman County, Romania",Anathema,2017/I
"Gronsveld, Netherlands",Anatole,2011
"Vis�, Belgium",Ancienne compagnies militaires de Vis�,1923
"Cuicuilco, Mexico",Ancient America Speaks,1974
"Karnak, Egypt",Ancient Egypt,1939
"Ostende, Argentina",Ancla,2006
"Kasperk Castle, Czech Republic",Andel p�ne,2005
"Jaroslavice castle, Czech Republic",Andelsk� tv�r,2002
"Haren, Netherlands",Andere Dagen,2009
"Cilipi, Croatia",Andjele moj dragi,1996
"Andorra la Vella, Andorra",Andorra,2009
"Jylland, Denmark",Andre venner,2005
"Geghardavanq, Armenia",Andrey,2006
"Bogorodskoye, Russia",Andrey Iskanov's Visions of Suffering,Final Director's Cut
"Mohammedia, Morocco",Android,2011
"Landau, Germany",Anfang aus dem Ende,2013
"Baguio, Philippines",Ang Lalaki,1947
"Cavite, Philippines",Ang agimat: Anting-anting ni Lolo,2002
"Valencia, Spain",Angel,2016/V
"Almodovar del Rio, Spain",Angel's Arrow,2015
"Pasto, Colombia",Angel: Los Suicidios de Sara,2016
"Santiago, Cuba",Angle mort,2011
"Cabinda, Angola",Angola na Guerra e no Progresso,1971
"Sha'ar Menashe, Israel",Ani Ktzat Meduke VeLif'amim BeHai,2009
"Ramla, Israel",Ani rak bat 18,2005
"Friuli, Italia",Animal Blessing,2011
"Kapikule, Turkey",Animal Transport: Eu exports Into Third Countries: a Five Year Documentation at the Border of Kapikule/turkey,2016
"Eksj�, Sweden",Animera = G�ra livlig,2011
"Komletinci, Croatia",Anine pjesme,2003
"Fano, Italy",Anita,2012/II
"Anjar, Lebanon",Anjar: The Heroes of Musa Dagh,2007
"Bolu, Turkey",Anka kusu,2007
"Loosdrecht, The Netherlands",Anna,2016/XIII
"Canton de Vaud, Switzerland",Anna Wunder,2000
"Doel, Belgium",Anonymous: Street Meat,????
"Maharashtra, India",Another Planet,2011
"Miranda do Douro, Portugal",Anquanto la Lh�ngua fur Cantada,2012
"Gifu, Japan",Anshinshite oiru tameni,1991
"Kemer, Turkey",Antalya,2010
"Mazagan, Morocco",Antar,1923
"Vila do Conde, Portugal",Antero de Quental - Vida e Obra,1992
"Barranquitas, Puerto Rico",Antes Que Cante El Gallo,2016
"Avanca, Portugal",Antes que a noite venha: falas de Ant�gona,2017
"Arabah, Israel",Antilopot,2014
"Bihar, India",Antim Samarpan,2008
"Lomnice nad Popelkou, Czech Republic",Antimony,2010
"S�o Pedro de Moel, Portugal",Ant�nio Duarte,1969
"Morelos, Mexico",Anubis,2016
"J�szd�zsa, Hungary",Anyuka,1977
"Aceh Province, Indonesia",Anywhere But Fear,2004
"Corrientes, Argentina",Ao Som do Chamam�,2015
"Narathiwat, Thailand",Apa khabar orang kampung,2007
"Parakan, Central Java",Apanya Dong,1983
"Nelliyampathi, India",Aparichithan,2004
"Isla R�binson Crusoe, Chile",Apocalypse Island,2010
"Fregene, Italy",Apocalypse's Angel,2016
"Aceh, Indonesia",Apokalipsa bez granic,2005
"Aegina, Greece",Apontes,1996
"Ammiq Lake, Lebanon",Appartenir,2017
"Saint-Colomban, France",Appel d'urgence,2016
"Hardangervidda, Norway",Appelsinpiken,2009
"IJsselmeer, Netherlands",Appie Baantjer en De Cock,1984
"Red Sea, Egypt",Aquamarine,2004
"Arganil, Portugal",Aquele Querido M�s de Agosto,2008
"Guayaquil, Ecuador",Aqu� soy Jos�,2004
"Asalem-Khalkhal, Iran",Ara,2017
"Tjuntjuntjara, Australia",Ara Wankatjara Nyinanyi: The Good Health Story,2014
"Daliyat al-Karmel, Israel",Arabani,2013
"Fukushima Region, Japan",Arabella Steinbacher - Sound of Hope,2012
"Qeshm Island, Iran",Aram bash va ta hatf beshmar,2008
"Bushehr, Iran",Arba�n,1970
"Burg Oberkapfenberg, Austria",Arcanum,2017
"Ayorou, Niger",Architectes Ayorou,1971
"Escondido. California, USA",Archive,2017
"Disko Bugt, Greenland",Arctic Crime & Punishment,2002
"Ardekoul, Iran",Ardekoul,1997
"Dallas Texas, USA",Are You with Me,2016
"Mount Pinatubo, Philippines",Ari: My Life with a King,2015
"Jenin, Palestine",Arifa,2012
"Helmand Province, Afghanistan",Armadillo,2010
"Sandnes, Norway",Armar & Bein,2013
"Nrnadzor, Armenia","Armenien, die Fruechte aus dem Paradies",2011
"Muhos, Finland",Armi ja Gil j�lleen t��ll�,1962
"Tartu, Estonia",Armuke,2000
"Flores, Indonesia",Aroma of Heaven,2014
"Constantinople, Turkey",Around Constantinople,1912
"Ahvaz, Iran",Arous-e atash,2000
"Elche de la Sierra, Spain",Arrea,2016
"Baja Peninsula, Mexico",Arribada,2009
"D�n Laoghaire, Ireland",Arrival at Kingstown and Dublin,1903/I
"Liaoyang, China",Arrival of Reinforcements at Liao-Yang,1904
"Huy, Belgium",Arriv�e d'un train � Huy,1897
"Tervuren, Belgium",Arriv�e d'un train � Tervuren,1897
"Arroyo, Puerto Rico",Arroz con habichuelas,2009
"Solol�, Guatemala",Ars Medicina: The Art of Healing,2010
"Viiala, Finland",Arska & Kospeli,2010
"Ladce, Slovakia",Arsy-Versy,2009
"Etretat, France","Ars�ne, mauvais jours pour rena�tre",2014
"Pampanga, Philippines",Art-Sign Jesus,2009
"El Mozote, El Salvador",Artist of Resistance,2005
"Novi Vinodolski, Croatia",Artist on Vacation,2015
"Para�ba, Brazil",Aruanda,1960
"Ragaciems, Latvia",Arvids,2015
"Shaki, Azerbaijan",Arxadan Vurulan Z�rb�,1978
"Ponte de Lima, Portugal",As Contas do Morto,2001
"Mentawai Islands, Indonesia",As Worlds Divide,2017
"Paternoster, South Africa",Asad,2012
"Kandy, Sri Lanka",Asai Man Piyabanna,2007
"Autoroute A13, France",Ascenseur pour l'�chafaud,1958
"Pulau Ubin, Singapore",Asing,2009
"Pieve di Camaiore, Italy",Ask Jacques Lipchitz a Question,2012
"Pettu, Finland",Askelia Joogatiell�,2008
"Asmara, Eritrea",Asmara,2009
"Cear�, Brazil",Assalto ao Banco Central,2011
"Mandello del Lario, Italy",Assicurazione sulla vita,2003
"Tresnjevac, Serbia",Asszonyok l�zad�sa,2017
"Studio 114, Katrinebergs Folkh�gskola",Astronauten,2017
"Hafnarfj�r�ur, Iceland",Astr�p�a,2007
"Hebron, Palestine",Asurot,2001
"Samal, Philippines",Aswang,2018
"Hellfest, France",At Hell's Door: Behind the Scenes at Hellfest,2013
"North Co. Leitrim, Ireland",At One Fell Swoop,2015
"Vientiane, Laos",At the Horizon,2011
"Nov� Kn�n, Czech Republic",At zij� duchov�!,1977
"Kibbutz Yakum, Israel",Atalia,1984
"Um El Fahm, Israel",Atash,2004
"South Sulawesi, Indonesia",Athirah,2016
"Mount Athos, Greece",Athos,2016
"Calabria area, Italy",Atlante 1783,2016
"River Ganga, India",Atman,1997
"Newport Rhode Island, USA",Atomic Mom,2010
"Portalegre, Portugal",Atr�s das Nuvens,2007
"Komodo Island, Indonesia",Attack of the Killer Dragons,2016
"Enugu State, Nigeria",Attitude,2015
"Marinha Grande, Portugal",At� Onde?,2011
"Ger�s, Portugal",At� ao Mar,2011
"Ca�apava do Sul, Brazil",At� o Amanhecer,????
"Yaound�, Cameroon",Au prix du verre,2001
"Alger, Algeria",Au rythme du temps,2015
"Nassau, Bahamas",Audley Miller,1970
"Hertzeliya, Israel",Audrey,2012
"Maryville. Missouri, USA",Audrie & Daisy,2016
"Mecca, Saudi Arabia",Auf dem Weg ins Paradies - Mit Pilgern unterwegs nach Mekka,2003
"County of Lika and Senj, Croatia",Auf den Spuren Winnetous,2004
"St. Oswald ob Eibiswald, Austria",Auf halber H�he,2005
"Augustus, Georgia",Augustus Cum,2013
"Snizhne, Ukraine",Auk nr 8,2010
"Duna�jv�ros, Hungary",Aura,2014
"H�fn, Iceland",Aurar,2012
"Lindbergh Lodge, South Africa",Ausgerechnet Afrika,2010
"Murmansk Oblast, Russia",Ausgerechnet Sibirien,2012
"Gorges du Verdon, France",Auto-Stop,2016
"A9 Autobahn, Germany",Autobahn Ost,2004
"Ibaraki, Japan",Autoreiji,2010
"Brazzaville, Republic Of Congo",Autour de Brazzaville,1943
"Amchit, Lebanon",Autour de la maison rose,1999
"Borinage, Belgium",Autour du Borinage,1933
"Monterrey, Mexico",Av. Aztl�n,2017
"Pyr�n�es-Orientales, France",Ava,2017/II
"be-Mine Beringen, Belgium",Ava Silver: Payback Time,2012
"Elin Pelin, Bulgaria",Avariyno katzane,2010
"Ein Harod, Israel",Aviva,1933
"Podpec, Slovenia",Avtosola,2014
"Aljustrel, Portugal",Av� Maria,2006
"Asalouyeh, Iran",Awaken Eyes,2003
"Capri, Italy",Axel Munthe - Der Arzt von San Michele,1962
"Michoac�n, Mexico",Axuni Atari,Cazador de venados
"Hasankeyf, Turkey",Ay Lav Yu,2010
"San Ramon, Ecuador",Ayahuasca Ceremonia,2013
"Akwa Ibom, Nigeria",Ayamma: Music in the Forest,2016
"Cape Flats Townships, South Africa",Ayanda Benedict Oniwe: The Real McCoy,2008
"Mendoza, Argentina",Ayer,2009
"Yozgat, Turkey",Aynalarla Zaman,2011
"Uttar Pradesh, India",Ayodhya Mein Lanka,????
"Kocaeli, Turkey",Ayrilik Vakti,2009
"Balatonszemes, Hungary",Az Elveszett,2018
"Nagyk�r�s, Hungary",Az alma,2007
"Alcs�t, Hungary",Az id�kir�ly birodalma,2007
"Hortob�gy, Hungary",Az utols� t�nctan�r,1975
"San Cristobal, Dominican Republic",Azul Magia,2017
"Enugu, Nigeria",B for Boy,2013
"Black Sea Riviera, Romania",B.D. la munte si la mare,1971
"Pohang, South Korea",Ba-bi,2011
"Arabe, Israel",BaHodesh HaTeshei,2002
"Bandstand, Mumbai",Baba Panchop,2013
"Diyarbakir, Turkey",Babamin Sesi,2012
"Bromo, Indonesia",Babi buta yang ingin terbang,2008
"Desna v Jizerskych horach, Czech Republic",Babicka,2003
"Kourim, Czech Republic",Babicka aneb jak to bylo doopravdy,2010
"Bohemian Forest, Czech Republic",Babinsk�,1927
"Dobcice, Czech Republic",Babovresky 2,2014
"Mazandaran Province, Iran",Babre mazandaran,1968
"Aveyron, France",Baby Blues,2003
"Catalca, Turkey",Baby Grand,2011/II
"The Gambia, West Africa",Babylon,2017/II
"Trieste, Italy",Babylon Sisters,2017
"Itacare, Brazil",Babysitting 2,2015
"W�rttembergisches Staatstheater Stuttgart, Germany",Bacchus,1957
"Bicol, Philippines",Back Door to Hell,1964
"Northland, New Zealand",Back River Road,2001
"Barnesville Pennsylvania, USA",Back Road,2018
"Rahat, Israel",Back and Forth,2010/I
"University of Szeged, Hungary",Back and Forth...,2007
"Hawke's Bay, New Zealand",Back on Trax,2013
"Newry, Northern Ireland",Backroom,2015
"Svit, Slovakia",Backstage,2018
"Marinduque, Philippines",Baconaua,2017
"Castilla-La Mancha, Spain",Bad Corruption,2015
"Niassa National Reserve, Mozambique",Badger Quest: The Honey Hunters of Niassa,2008
"Uttan, Mumbai",Badi Shiddat Se Maine Chaha,2016
"Kashan, Iran",Badkonake sefid,1995
"Bhalla Hotel, India",Badmaash,1998
"Babilon Ruins, Iraq","Bagdad, una ciudad a orillas del Tigris",1968
"Port Said, Egypt",Bahebek Ya Bladi,2014
"Adhari, Bahrain",Bahrain Ambient Film: Adhari,2010
"ALBA, Bahrain",Bahrain Industrial Film: ALBA,2010
"ASRY, Bahrain",Bahrain Industrial Film: ASRY,2010
"BAPCO, Bahrain",Bahrain Industrial Film: BAPCO,2010
"Bahrain International Airport, Bahrain",Bahrain Videoscape: A New Bahrain,2010
"Bahrain Fort, Bahrain",Bahrain: Pearl of the Gulf,2010
"San Antonio de los Ba�os, Cuba",Bailar sobre agujas,1999
"Alagoas, Brazil",Baile Perfumado,1997
"Dunedin, New Zealand",Bain: The Musical - The Trevor Bain Story,2007
"Llanos Orientales, Colombia",Bajo el sol de los llanos,1957
"Concepci�n, Chile",Bajo la cruz del sur,1947
"Haina, Dominican Republic",Bajo la sombra de la sangre,2006
"Arendal, Norway",Bak Fasaden,2008
"Bakar, Croatia",Bakar 4 godisnja doba,2008
"Svarfa�ardalur, Iceland",Bakka Baldur,2011
"Tali�nd�r�gd, Hungary",Bakkermann,2008
"Camlihemsin, Turkey",Bal,2010
"Sese Island, Uganda",Bala Bala Sese,2015
"Castro Laboreiro, Portugal",Balas & Bolinhos: O �ltimo Cap�tulo,2012
"Prespa, Macedonia",Bale,2014/II
"Tyrol, Austria",Baliko,2018
"Mostar, Bosnia and Herzegovina",Balkan Blues: Stories from Mostar,2016
"Lagonegro, Basilicata. Italy",Ballata pe n'ergastolanu,2016
"Theater f�r Kinder im Reichskabarett Berlin, Germany","Balle, Malle, Hupe und Artur",1973
"Ceuta, Morocco",Balleneros,1951
"Kaliningrad Oblast, Russia",Baltischer Cocktail - Kaliningrader Umweltprobleme,2004
"Betania, Georgia",Bambaziis samotxe,2010
"Arad, Israel",Bambi Kofetset Lamaim,2004
"�fjord, Norway",Bamse,2014
"Muang Ngoi, Laos",Banana Pancakes and the Children of Sticky Rice,2015
"Devojacki Bunar, Serbia",Banatski trougao,2012
"Bucarest, Romania",Bands of Gypsies,2017
"Image Nation, Abu Dhabi",Bangladeshi Barista,2015
"Craiova, Romania",Bani albi,2008
"Baroda Municipal Garden, India",Banjarin,1960
"Vologda, Russia",Bankrot,2009
"Ribnik Castle, Croatia",Banovic Strahinja,1981
"Tata, Morocco",Bara,2015
"Limousin, France",Barbe bleue,2009
"Chiang Rai, Thailand",Bardo Blues,2017
"Dumre, Nepal",Bards of the Himalayas: Messengers of the Past,2009
"Ostrava, Czech Republic",Bare Millionaire,2008
"Madina, Saudi Arabia",Barely Alive,2014
"Ustica, Sicily",Barracuda,2004
"Omapere, New Zealand",Barry Barclay. The Camera on the Shore.,2009
"Wielkopolskie, Poland",Bartek zwyciezca,1923
"Amantea, Italy",Bartitsu: The Lost Martial Art of Sherlock Holmes,2011
"Chechnya, Russia",Barzakh,2011
"Varna, Bulgaria",Bash maystorat na More,1982
"Bashkortostan, Russia",Bashkiry Drunk,2015
"Nugush, Russia",Bashkiry Drunk 2,2016
"Gilan, Iran","Bashu, gharibeye koochak",1989
"Podlaskie, Poland",Basia z Podlasia,2012
"Kayseri, Turkey",Baskalarinin Ruyalari,2011
"Pyrenees Mountains, France",Basque Sports,1957
"Cesk� Skalice, Czech Republic",Bastardi,2010
"Kedainiai, Lithuania",Bastille: Things We Lost in the Fire,2013
"Danube River, Romania",Bastimentele flotilei de pe Dunare,1897
"Sarthe, France",Bataille du rail,1946
"Pyrenees Mountains, Spain",Batallons de muntanya,1938
"S�o Tom�, S�o Tom� e Pr�ncipe",Batep�,2010
"Jogjakarta, Indonesia",Batik Fractal,2011
"Okayama, Japan",Batter�,2007
"Xingu River, Brazil",Battle for the Xingu,2009
"Guadalcanal, Solomon Islands",Battlefield 1943,2009
"Glubczyce, Poland",Battlefield 3: Missing Patrol,2012
"Beit HaArava, Israel",Bayit Ha'Arava,1948
"Radauti, Romania",Be My Cat: A Film for Anne,2015
"Lapland, Finland",Be with Us,A Year With...
"Ermesinde, Portugal",Be-dom,2006
"Negba, Israel",Bearvot Hanegev,2013
"Westfj�rds, Iceland",Beast,????/IV
"Gondomar, Portugal",Beatbender: Elevate,2015
